,gene_id,gene_name,gene_length,is_lnc,is_pc,is_mito,is_ribo,gc_content,10x_n_cells,10x_percent_counts,polyT_n_cells,polyT_percent_counts,randO_n_cells,randO_percent_counts,parse_n_cells,parse_percent_counts
30351,ENSMUSG00000078851.5,H2ac25,2146,False,True,False,False,45.9,1270,0.003410055216253447,537,0.002849162245248295,682,0.003520777567232474,832,0.003183262519361146
30352,ENSMUSG00000078853.9,Igtp,5121,False,True,False,False,46.669999999999995,1219,0.0032550527064237446,604,0.0032090045357381315,1058,0.005610800903956133,1114,0.004391196957511581
30353,ENSMUSG00000078861.9,Zfp931,4288,False,True,False,False,41.93,158,0.0004068815883029681,133,0.0006950378487543418,160,0.0007948634613937856,196,0.0007460771529752687
30355,ENSMUSG00000078862.11,Gm14326,3040,False,True,False,False,41.37,69,0.0001671120809101476,115,0.000581662880517818,214,0.001070727839171629,191,0.0007141024178477571
30356,ENSMUSG00000078866.11,Zfp970,2175,False,True,False,False,40.58,29,7.023551226658377e-05,32,0.00016759777913225263,122,0.0006078367645952478,102,0.0003765913248351356
30357,ENSMUSG00000078877.12,Gm14295,3656,False,True,False,False,41.6,147,0.0003681309608455426,56,0.0003056194795941078,149,0.0007107014478344436,139,0.0005151485103876855
30358,ENSMUSG00000078878.10,Gm14305,2634,False,True,False,False,42.41,228,0.0005836813260774721,114,0.0005668748411826192,234,0.0011455385178910438,241,0.0008775288418328159
30359,ENSMUSG00000078879.11,Zfp973,2948,False,True,False,False,41.23,6,1.4531485296534577e-05,18,9.365758245625883e-05,114,0.000547053088135723,93,0.00033395834466512026
30361,ENSMUSG00000078880.11,Gm14308,4123,False,False,False,False,41.84,14,3.3906799025247344e-05,9,4.4364118005596286e-05,7,3.272967193974411e-05,11,3.908023182251407e-05
30363,ENSMUSG00000078886.13,Gm2026,3280,False,True,False,False,41.76,7,1.6953399512623672e-05,9,4.4364118005596286e-05,19,8.883768097930545e-05,17,6.039672190752174e-05
30364,ENSMUSG00000078887.11,Gm6710,3909,False,True,False,False,42.02,34,8.476699756311835e-05,25,0.00012323366112665637,11,5.143234161959789e-05,31,0.00011013519877253966
30367,ENSMUSG00000078896.12,Zfp965,2446,False,True,False,False,40.31,39,9.445465442747474e-05,92,0.00046828791228129414,96,0.0004722424094163079,133,0.0004796210269126727
30368,ENSMUSG00000078897.11,Gm4724,3310,False,True,False,False,42.49,24,6.05478554022274e-05,1,4.929346445066254e-06,13,6.0783676459524786e-05,7,2.4869238432508954e-05
30370,ENSMUSG00000078899.10,Gm4631,5708,False,True,False,False,41.86,697,0.0018261233189311784,1351,0.007660204375632958,1083,0.005727692589455219,1581,0.00646955474079983
30371,ENSMUSG00000078902.4,Gm14443,5891,False,False,False,False,39.11,4,9.687656864356384e-06,26,0.00013309235401678886,42,0.00021508070131831845,48,0.0001740846690275627
30373,ENSMUSG00000078903.11,Gm14391,8508,False,True,False,False,41.22,89,0.0002228161078801968,1005,0.005540585404254469,1231,0.006517880383429042,1449,0.005915325998589629
30375,ENSMUSG00000078908.11,Mon1b,7155,False,True,False,False,51.54,238,0.0005909470687257394,681,0.003632928330013829,961,0.004993612804520959,1126,0.004423171692639093
30376,ENSMUSG00000078919.11,Dpm1,9685,False,True,False,False,44.93,1385,0.0036934191795358713,707,0.003830102187816479,626,0.0032168591849348503,880,0.003460376890466246
30380,ENSMUSG00000078920.4,Ifi47,6581,False,True,False,False,42.63,1179,0.003402789473605179,474,0.002538613419209121,376,0.001902996639925122,553,0.0021174380151107626
30381,ENSMUSG00000078921.4,Tgtp2,3180,False,True,False,False,42.66,198,0.0005473526128361357,110,0.0005915215734079505,159,0.0007901877939738222,152,0.0005897562256852124
30383,ENSMUSG00000078922.10,Tgtp1,3811,False,True,False,False,44.39000000000001,94,0.00024703525004108777,52,0.0002760434009237102,49,0.000252486040678026,69,0.00025224513267259086
30384,ENSMUSG00000078923.11,Ube2v1,6052,False,True,False,False,52.42,373,0.0009493903727069256,225,0.0011879724932609673,338,0.0016738889363469133,341,0.001310964140227972
30387,ENSMUSG00000078926.9,Cdc20b,1989,False,True,False,False,42.74,4,9.687656864356384e-06,7,3.4505425115463776e-05,8,3.7405339359707556e-05,10,3.552748347501279e-05
30388,ENSMUSG00000078931.5,Pdf,2079,False,False,False,False,49.91,12,2.9062970593069153e-05,1,9.858692890132509e-06,23,0.00011221601807912268,12,4.618572851751663e-05
30390,ENSMUSG00000078934.5,Pate13,2401,False,False,False,False,34.5,3,7.265742648267288e-06,7,3.4505425115463776e-05,1,4.6756674199634445e-06,4,1.4210993390005117e-05
30392,ENSMUSG00000078937.9,Cpt1b,4009,False,True,False,False,52.97,4,9.687656864356384e-06,1,4.929346445066254e-06,57,0.0002711887103578798,40,0.00014210993390005117
30395,ENSMUSG00000078941.10,Ak6,4508,False,True,False,False,44.87,2860,0.01041907495761529,329,0.0017696353737787851,177,0.0008743498075331642,338,0.0013003058951854682
30397,ENSMUSG00000078942.11,Naip6,7460,False,True,False,False,42.27,3,7.265742648267288e-06,13,6.40815037858613e-05,42,0.00022910770357820878,37,0.000152768178942555
30398,ENSMUSG00000078945.11,Naip2,5387,False,True,False,False,41.91,18,4.6016370105692825e-05,13,7.394019667599381e-05,11,5.143234161959789e-05,17,6.750221860252431e-05
30399,ENSMUSG00000078970.6,Dnaaf10,3004,False,True,False,False,41.55,532,0.0013756472747386065,347,0.0018780809955702429,240,0.0011969708595106418,396,0.0014779433125605322
30401,ENSMUSG00000078974.11,Sec61g,4057,False,True,False,False,40.55,10206,0.05676240348248014,433,0.002430167797417663,151,0.0007481067871941511,386,0.001488601557603036
30403,ENSMUSG00000078994.10,Zfp429,4407,False,True,False,False,40.73,136,0.0003560213897650971,108,0.0005570161482924867,114,0.0005610800903956133,148,0.0005435704971676957
30404,ENSMUSG00000078995.11,Zfp456,4689,False,True,False,False,40.03,61,0.00014773676718143484,104,0.0005323694160671554,86,0.00042081006779671,129,0.0004902792719551765
30405,ENSMUSG00000079003.4,Samd1,2706,False,True,False,False,65.38,1117,0.0036013864393244855,586,0.003278015385969059,585,0.0031467241736353986,732,0.002977203115206072
30407,ENSMUSG00000079017.4,Ifi27l2a,463,False,True,False,False,52.18,3837,0.028585853492499595,102,0.000581662880517818,32,0.000168324027118684,88,0.00035172208640262665
30408,ENSMUSG00000079018.11,Ly6c1,3293,False,True,False,False,48.2,164,0.0005182896422430666,7,3.4505425115463776e-05,2,9.351334839926889e-06,3,1.0658245042503838e-05
30409,ENSMUSG00000079020.10,Slc45a4,13735,False,True,False,False,49.81,236,0.0006006347255900958,148,0.0007443313132050043,384,0.001926374977024939,357,0.0013251751336179772
30411,ENSMUSG00000079022.11,Col22a1,9375,False,True,False,False,44.26,1,7.265742648267288e-06,3,1.4788039335198764e-05,2,9.351334839926889e-06,4,1.4210993390005117e-05
30413,ENSMUSG00000079033.11,Mef2b,1994,False,True,False,False,52.11,78,0.00020828462258366226,11,5.422281089572879e-05,40,0.0001963780316384647,32,0.00012079344381504348
30414,ENSMUSG00000079036.11,Alkbh1,15605,False,False,False,False,42.79999999999999,2813,0.010021881026176679,1465,0.008774236672217932,1610,0.009140929806028535,2032,0.008945820339008221
30418,ENSMUSG00000079037.10,Prnp,2405,False,True,False,False,44.84,140,0.0004141473309512354,133,0.0007246139274247394,88,0.00045821540715641757,149,0.0005826507289902099
30420,ENSMUSG00000079038.4,Zfp781a,6230,False,True,False,False,39.85,86,0.0002203941936641077,208,0.0010943149108047084,181,0.0009211064817327987,262,0.0010125332790378646
30423,ENSMUSG00000079043.4,Fastkd5,5439,False,True,False,False,43.5,161,0.0004117254167351463,116,0.0005964509198530167,89,0.0004254857352166735,145,0.000522254007082688
30424,ENSMUSG00000079057.5,Cyp4v3,3808,False,True,False,False,41.05,20,5.328211275396011e-05,8,3.9434771560530034e-05,27,0.00015429702485879367,26,0.00010302970207753709
30425,ENSMUSG00000079071.3,Slc28a2b,5262,False,True,False,False,41.25,107,0.00026883247798588963,357,0.0019175157671307728,456,0.0023845903841813567,535,0.002149412750238274
30427,ENSMUSG00000079083.4,Jrkl,3223,False,True,False,False,34.87,703,0.0018745616032529602,731,0.0039878412740586,338,0.0017486996150663284,712,0.002820882187916016
30428,ENSMUSG00000079084.13,Ccdc82,16006,False,True,False,False,38.13,1970,0.00599908151325269,2472,0.015704897773981083,1923,0.011179520801132596,2885,0.013639000906057411
30430,ENSMUSG00000079104.5,Prps1l3,1720,False,True,False,False,39.78,311,0.0008137631766059362,490,0.0026421296945555125,759,0.0039556146372890745,856,0.0033715581817787142
30431,ENSMUSG00000079108.7,Srp54c,4614,False,True,False,False,39.44,42,0.00010414231129183113,422,0.0022034178609446156,382,0.0018749426354053413,545,0.0020286193064232303
30432,ENSMUSG00000079109.12,Pms2,11931,False,False,False,False,43.75,826,0.0022426925640985024,1038,0.005905357041189372,786,0.0041613440037674655,1234,0.005112404872054341
30435,ENSMUSG00000079110.13,Capn3,10151,False,True,False,False,47.1,1319,0.0035771672971635945,276,0.0014344398155142798,395,0.0020526179973639523,425,0.001652027981588095
30439,ENSMUSG00000079111.4,Kdelr2,1829,False,True,False,False,46.81,870,0.0024146484734408283,124,0.0006309563449684805,114,0.00055640442297565,167,0.0006146254641177213
30440,ENSMUSG00000079143.4,Atxn7l1os1,1836,True,False,False,False,47.47,6,1.6953399512623672e-05,1,4.929346445066254e-06,6,2.805400451978067e-05,3,1.0658245042503838e-05
30441,ENSMUSG00000079144.8,A130010J15Rik,10570,False,True,False,False,44.38,344,0.0008767329462242526,352,0.0018139994917843816,252,0.0012297005314503859,406,0.0015099180476880437
30442,ENSMUSG00000079164.11,Tlr5,8308,False,True,False,False,48.35,2,4.843828432178192e-06,1,4.929346445066254e-06,4,2.3378337099817223e-05,3,1.0658245042503838e-05
30444,ENSMUSG00000079165.11,Sap25,4055,False,True,False,False,58.44,39,9.445465442747474e-05,49,0.00024153797580824644,322,0.0015710242531077176,238,0.0008739760934853147
30446,ENSMUSG00000079173.12,Zan,21269,False,True,False,False,49.36,3,9.687656864356384e-06,5,2.464673222533127e-05,10,4.6756674199634445e-05,11,3.908023182251407e-05
30449,ENSMUSG00000079177.5,Fam228a,5678,False,True,False,False,43.8,31,8.234508334702926e-05,42,0.00022182059002798143,25,0.00011689168549908611,42,0.000152768178942555
30451,ENSMUSG00000079184.11,Mphosph8,4939,False,True,False,False,40.64,3066,0.010663688293440289,3122,0.021334211414246747,1177,0.006349556356310357,2938,0.014179018654877605
30453,ENSMUSG00000079197.11,Psme2,3518,False,True,False,False,49.99,4353,0.019259061846340488,164,0.0008626356278865944,250,0.0012390518662903128,265,0.0010089805306903634
30455,ENSMUSG00000079215.9,Zfp664,8712,False,True,False,False,47.81,2653,0.008130366023411094,2758,0.017237924518396692,2405,0.014489893334466715,3298,0.01572091143769316
30457,ENSMUSG00000079227.11,Ccr5,10401,False,True,False,False,39.61,43,0.00014531485296534575,96,0.0005126520302868905,45,0.00022910770357820878,83,0.0003268528479701177
30460,ENSMUSG00000079235.11,Ccdc13,4818,False,True,False,False,51.65,3,7.265742648267288e-06,3,1.4788039335198764e-05,12,5.610800903956134e-05,10,3.552748347501279e-05
30463,ENSMUSG00000079260.4,Tmppe,2921,False,True,False,False,52.84,12,2.9062970593069153e-05,56,0.0002859020938138427,234,0.0011455385178910438,196,0.0007176551661952584
30464,ENSMUSG00000079283.3,2310009B15Rik,2450,False,True,False,False,43.96,1872,0.005635794380839326,113,0.0005865922269628843,126,0.0006171880994351747,174,0.0006430474508977315
30467,ENSMUSG00000079293.13,Clec7a,3264,False,False,False,False,37.87,39,0.0003681309608455426,38,0.00023167928291811395,30,0.00016364835969872056,41,0.00018474291407006652
30470,ENSMUSG00000079298.10,Klrb1b,4226,False,True,False,False,41.25,8,2.1797227944801863e-05,6,2.9576078670397527e-05,2,9.351334839926889e-06,3,1.0658245042503838e-05
30471,ENSMUSG00000079299.4,Klrb1,1594,False,False,False,False,40.37,2,4.843828432178192e-06,2,9.858692890132509e-06,1,9.351334839926889e-06,3,1.4210993390005117e-05
30473,ENSMUSG00000079304.6,Tex52,1875,False,True,False,False,48.05,25,6.539168383440559e-05,39,0.00019717385780265015,28,0.00013091868775897645,42,0.000152768178942555
30474,ENSMUSG00000079316.11,Rab9,2659,False,True,False,False,42.77,622,0.0016057291252670706,157,0.000833059549216197,223,0.0010847548414315191,251,0.0009308200670453351
30475,ENSMUSG00000079317.11,Trappc2,5056,False,True,False,False,41.43,231,0.0005861032402935612,93,0.00047321725872636044,62,0.0003039183822976239,105,0.0003872495698776395
30477,ENSMUSG00000079323.10,Gm20661,2958,False,False,False,False,50.01,5,1.210957108044548e-05,5,2.464673222533127e-05,8,4.2081006779671e-05,6,2.1316490085007675e-05
30479,ENSMUSG00000079334.9,Naa80,5825,False,True,False,False,54.36,541,0.0014095540737638537,69,0.00034998359759970404,118,0.0005657557578155768,108,0.00039435506657264197
30480,ENSMUSG00000079339.8,Ifit1bl1,2260,False,True,False,False,42.66,77,0.0002203941936641077,35,0.00020703255069278267,25,0.00012156735291904957,39,0.000152768178942555
30481,ENSMUSG00000079355.6,Ackr4,8966,False,False,False,False,44.69,3,1.4531485296534577e-05,2,9.858692890132509e-06,3,1.4027002259890335e-05,3,1.0658245042503838e-05
30483,ENSMUSG00000079357.10,Gm11100,5106,False,True,False,False,42.21,12,2.9062970593069153e-05,18,8.872823601119257e-05,5,2.3378337099817223e-05,11,3.908023182251407e-05
30484,ENSMUSG00000079363.8,Gbp4,8901,False,False,False,False,40.9,1619,0.004482963213980917,4045,0.026312851323763663,4933,0.03538545103428335,5801,0.031228657974536243
30487,ENSMUSG00000079396.5,Gm3411,1991,False,True,False,False,42.64,2,4.843828432178192e-06,16,7.886954312106007e-05,2,9.351334839926889e-06,14,4.973847686501791e-05
30488,ENSMUSG00000079415.3,Cntf,1073,False,True,False,False,42.27,2,4.843828432178192e-06,7,3.4505425115463776e-05,65,0.00030859404971758734,45,0.00015987367563755756
30489,ENSMUSG00000079418.6,Atg4a,4415,False,True,False,False,49.45,222,0.0005667279265648484,319,0.001651331059097195,290,0.0014541325676086312,403,0.0015063652993405423
30493,ENSMUSG00000079419.5,Ms4a6c,2317,False,True,False,False,40.02,160,0.0009905629143804402,55,0.00034012490470957155,37,0.000210405033898355,63,0.00026645612606259595
30495,ENSMUSG00000079426.14,Arpc4,3938,False,True,False,False,48.18,4086,0.013538500467938046,1396,0.00805455209123826,1214,0.006400988697929956,1736,0.007194315403690091
30496,ENSMUSG00000079427.11,Mthfsl,6566,False,True,False,False,42.45,864,0.0023105061621489973,283,0.001493591972855075,230,0.0011174845133712632,335,0.0012647784117104553
30499,ENSMUSG00000079435.10,Rpl36a,2934,False,True,False,False,44.830000000000005,9131,0.057065142759491275,384,0.0021245483178235556,426,0.0022396446941624903,523,0.0020925687766782533
30502,ENSMUSG00000079436.4,Kcnj13,1531,False,True,False,False,37.53,57,0.00014047102453316755,2,9.858692890132509e-06,5,2.3378337099817223e-05,6,2.1316490085007675e-05
30503,ENSMUSG00000079442.13,St6galnac4,10645,False,True,False,False,52.46,275,0.0007289961790428179,146,0.0007739073918754018,218,0.0011034575111113728,244,0.0009379255637403378
30506,ENSMUSG00000079445.4,B3gnt7,5981,False,False,False,False,56.24,3,9.687656864356384e-06,3,1.4788039335198764e-05,2,1.4027002259890335e-05,4,1.4210993390005117e-05
30508,ENSMUSG00000079450.13,Cldn34c1,9863,False,True,False,False,38.32,94,0.0002494571642571769,76,0.00037955967627010157,75,0.0003647020587571487,97,0.0003552748347501279
30510,ENSMUSG00000079457.12,Gm7609,2562,False,True,False,False,45.53,66,0.00015984633826188034,169,0.0008823530136668595,9,4.2081006779671e-05,99,0.0003623803314451305
30511,ENSMUSG00000079470.9,Utp14b,10938,False,True,False,False,43.61,1918,0.006490730099118777,4245,0.029132437490341563,4888,0.036708664914133,5851,0.03326083002930698
30512,ENSMUSG00000079477.10,Rab7,7113,False,True,False,False,45.08,1823,0.005173208765566309,1177,0.00652645469326772,2550,0.014938757406783205,2529,0.010889173685091421
30513,ENSMUSG00000079478.10,Znrd2,2723,False,True,False,False,57.48,33,8.234508334702926e-05,24,0.00012323366112665637,61,0.00029456704745769703,52,0.00018474291407006652
30515,ENSMUSG00000079480.4,Pin4,825,False,True,False,False,44.22,4247,0.014834224573545711,297,0.0016020375946465327,82,0.0003927560632769294,250,0.0009592420538253453
30517,ENSMUSG00000079481.12,Nhsl2,20704,False,False,False,False,45.29,30,8.718891177920745e-05,27,0.0001528097397970539,42,0.00022443203615824537,45,0.00017763741737506395
30519,ENSMUSG00000079484.13,Phyhd1,5602,False,True,False,False,48.99,1,2.421914216089096e-06,28,0.0001380217004618551,65,0.0003132697171375508,57,0.00021671764919757805
30523,ENSMUSG00000079487.12,Med12,10760,False,True,False,False,48.28,436,0.0011455654242101424,1505,0.008522840003519555,4740,0.03398275080829431,4284,0.021842296840437866
30526,ENSMUSG00000079491.11,H2-T10,4379,False,False,False,False,50.04,726,0.0020319860272987513,587,0.0031399936855072037,915,0.005133882827119862,996,0.004121188083101484
30528,ENSMUSG00000079492.3,H2-T15,1344,False,True,False,False,54.07,1,2.421914216089096e-06,13,6.40815037858613e-05,7,3.272967193974411e-05,14,4.973847686501791e-05
30529,ENSMUSG00000079502.9,Cfap77,4424,False,False,False,False,49.12,21,5.086019853787101e-05,9,4.4364118005596286e-05,8,4.2081006779671e-05,10,3.552748347501279e-05
30532,ENSMUSG00000079507.11,H2-Q1,4687,False,False,False,False,50.04999999999999,52,0.00013078336766881118,53,0.000271114054478644,147,0.0007107014478344436,137,0.0005115957620401842
30534,ENSMUSG00000079508.9,Apoo,1849,False,True,False,False,40.35,854,0.002424336130305185,105,0.0005471574554023542,96,0.00046289107457638104,136,0.0005009375169976804
30535,ENSMUSG00000079509.11,Zfx,14354,False,True,False,False,39.839999999999996,1537,0.004323116875719036,2760,0.016956951771027913,1790,0.01016490097100053,3024,0.013635448157709909
30538,ENSMUSG00000079523.9,Tmsb10,2204,False,True,False,False,62.2,19114,0.1972164746161351,2019,0.013043050693645308,2488,0.0164489979834314,2849,0.014317575840430155
30539,ENSMUSG00000079547.5,H2-DMb1,2180,False,True,False,False,48.830000000000005,129,0.0007750125491485107,34,0.00018238581846745142,51,0.00029456704745769703,58,0.00026290337771509465
30542,ENSMUSG00000079550.10,Mpp4,10822,False,True,False,False,44.1,133,0.0003657090466294535,125,0.0006358856914135468,218,0.0011689168549908612,235,0.0009166090736553301
30545,ENSMUSG00000079554.3,Aox2,5771,False,True,False,False,45.17,3,7.265742648267288e-06,7,3.4505425115463776e-05,6,2.805400451978067e-05,9,3.197473512751151e-05
30546,ENSMUSG00000079555.3,Haus3,6860,False,True,False,False,36.29,2651,0.00841372998669352,3838,0.025706541711020516,2009,0.01122627747533223,3907,0.01871587829463674
30549,ENSMUSG00000079557.12,Marchf2,10393,False,False,False,False,44.55,1933,0.005274929162642051,1086,0.0061123895918821555,645,0.003319723868174046,1150,0.004650547586879175
30551,ENSMUSG00000079560.14,Hoxa3,6474,False,True,False,False,49.27,10,2.6641056376980054e-05,12,5.9152157340795055e-05,19,9.818901581923235e-05,19,7.460771529752686e-05
30554,ENSMUSG00000079562.8,Maea,3854,False,True,False,False,46.21,971,0.0026180892675923126,450,0.002400591718747266,793,0.004240830349906844,863,0.003421296658643732
30557,ENSMUSG00000079563.11,Pglyrp2,5906,False,True,False,False,47.63,849,0.002240270649882414,400,0.002114689624933423,1032,0.005419098539737632,966,0.00377657149339386
30560,ENSMUSG00000079580.10,Tmem217,5319,False,True,False,False,46.61,2,4.843828432178192e-06,4,1.9717385780265017e-05,4,1.8702669679853778e-05,4,1.4210993390005117e-05
30562,ENSMUSG00000079597.3,Cstdc4,2159,False,False,False,False,39.18,22,0.00019617505150321674,1,4.929346445066254e-06,3,1.4027002259890335e-05,2,7.1054966950025584e-06
30564,ENSMUSG00000079598.5,Clec2l,1499,False,True,False,False,50.21,2,4.843828432178192e-06,1,4.929346445066254e-06,1,4.6756674199634445e-06,1,3.5527483475012792e-06
30566,ENSMUSG00000079605.6,Zbtb9,6228,False,True,False,False,48.11,17,4.117254167351463e-05,5,2.464673222533127e-05,52,0.00024313470583809914,43,0.000152768178942555
30568,ENSMUSG00000079608.11,Stard6,3610,False,True,False,False,40.08,26,6.539168383440559e-05,15,7.394019667599381e-05,16,7.481067871941511e-05,22,7.816046364502814e-05
30570,ENSMUSG00000079610.10,Ankrd39,7560,False,False,False,False,49.34,723,0.0019326875444390986,599,0.0031843578035128,448,0.002281725700942161,679,0.0026112700354134406
30574,ENSMUSG00000079614.5,Seh1l,4418,False,True,False,False,41.61,888,0.0024437114440338976,806,0.004441341147004695,997,0.005264801514878839,1186,0.004870817984424254
30575,ENSMUSG00000079641.4,Rpl39,1612,False,True,False,False,47.73,22058,0.21903792170309783,1399,0.009262241970279491,211,0.001052025169491775,1063,0.004764235533999215
30577,ENSMUSG00000079645.3,Gm17193,691,True,False,False,False,39.34,1,2.421914216089096e-06,32,0.00016266843268718638,39,0.00018702669679853778,48,0.0001705319206800614
30578,ENSMUSG00000079652.9,Garin1a,1898,False,True,False,False,46.919999999999995,21,5.57040269700492e-05,5,2.464673222533127e-05,20,9.351334839926889e-05,20,7.105496695002558e-05
30580,ENSMUSG00000079657.11,Rab26,4971,False,True,False,False,53.65999999999999,174,0.0004383664731121263,69,0.0003450542511546378,41,0.0001963780316384647,71,0.00025224513267259086
30582,ENSMUSG00000079658.10,Eloc,5894,False,True,False,False,41.06,5589,0.022746618317508786,803,0.004411765068334297,464,0.0022957527032020516,817,0.003218790002836159
30584,ENSMUSG00000079659.6,Tmem243,8177,False,False,False,False,40.68,853,0.0021894104513445426,114,0.0005718041876276854,90,0.00043951273747656384,127,0.0004689627818701689
30587,ENSMUSG00000079677.3,Fdx2,3337,False,True,False,False,49.84,1,2.421914216089096e-06,7,3.4505425115463776e-05,27,0.000126243020339013,23,8.171321199252943e-05
30589,ENSMUSG00000079681.4,Zglp1,1411,False,True,False,False,48.76,1,2.421914216089096e-06,1,4.929346445066254e-06,2,9.351334839926889e-06,1,3.5527483475012792e-06
30591,ENSMUSG00000079685.11,Ulbp1,10216,False,True,False,False,42.56,562,0.001562134669377467,1345,0.0079756825481172,1013,0.005713665587195329,1537,0.006856804310677468
30593,ENSMUSG00000079698.8,Vmn2r93,17416,False,True,False,False,36.12,3,7.265742648267288e-06,2,9.858692890132509e-06,4,1.8702669679853778e-05,5,1.7763741737506396e-05
30594,ENSMUSG00000079707.11,Dynlt2a1,1030,False,True,False,False,39.74,18,4.3594455889603726e-05,7,3.4505425115463776e-05,19,8.883768097930545e-05,18,6.394947025502303e-05
30595,ENSMUSG00000079845.9,Xlr4a,2175,False,True,False,False,41.26,1220,0.0033034909907455265,651,0.0034899772831069077,304,0.0015055649092282292,605,0.002327050167613338
30597,ENSMUSG00000079852.5,Klra4,1245,False,True,False,False,36.71,1,2.421914216089096e-05,2,9.858692890132509e-06,1,4.6756674199634445e-06,2,7.1054966950025584e-06
30598,ENSMUSG00000079853.6,Klra1,2043,False,True,False,False,35.94,26,0.00018164356620668218,8,4.4364118005596286e-05,11,5.610800903956134e-05,10,4.618572851751663e-05
30600,ENSMUSG00000080058.3,Gm11175,951,True,False,False,False,70.51,17,4.117254167351463e-05,2,9.858692890132509e-06,44,0.000210405033898355,33,0.00012079344381504348
30601,ENSMUSG00000080115.4,Eef1akmt3,2719,False,True,False,False,47.54,1,2.421914216089096e-06,1,4.929346445066254e-06,3,1.4027002259890335e-05,1,3.5527483475012792e-06
30602,ENSMUSG00000080152.6,H3f4,766,False,True,False,False,59.4,4,9.687656864356384e-06,1,4.929346445066254e-06,13,6.545934387948822e-05,9,3.197473512751151e-05
30603,ENSMUSG00000080268.5,Brms1,2611,False,True,False,False,52.36999999999999,22,5.328211275396011e-05,12,5.9152157340795055e-05,68,0.000336648054237368,54,0.00019895390746007164
30606,ENSMUSG00000080316.12,Spaca6,10176,False,False,False,False,48.78,105,0.00026883247798588963,26,0.00013309235401678886,73,0.00037872906101703904,57,0.00022382314589258057
30610,ENSMUSG00000080712.5,H2bc26,381,False,True,False,False,59.06,41,0.0001114080539400984,18,8.872823601119257e-05,55,0.0002711887103578798,47,0.00017763741737506395
30611,ENSMUSG00000081058.6,H3c15,1020,False,True,False,False,60.2,40,0.00010656422550792022,6,2.9576078670397527e-05,15,7.013501129945167e-05,15,5.329122521251919e-05
30612,ENSMUSG00000081234.4,Or12e8,5422,False,True,False,False,35.01,2,4.843828432178192e-06,1,4.929346445066254e-06,4,1.8702669679853778e-05,2,7.1054966950025584e-06
30613,ENSMUSG00000081512.2,Gm15821,1210,True,False,False,False,49.78,12,3.1484884809158245e-05,2,9.858692890132509e-06,22,0.00010286468323919578,20,7.105496695002558e-05
30614,ENSMUSG00000081534.4,Slc48a1,4263,False,False,False,False,52.3,465,0.0012545515639341518,72,0.00038941836916023406,379,0.0018983209725051586,318,0.0011866179480654272
30617,ENSMUSG00000081683.6,Fzd10,3250,False,True,False,False,56.52,185,0.0004771171005695519,245,0.0012964181150524248,150,0.0007387554523542242,265,0.0010089805306903634
30618,ENSMUSG00000081945.5,Or52d13,6621,False,True,False,False,37.03,8,1.9375313728712768e-05,5,2.464673222533127e-05,8,3.7405339359707556e-05,8,2.8421986780010234e-05
30619,ENSMUSG00000081948.5,Or4s2,10610,False,True,False,False,35.37,6,1.4531485296534577e-05,4,1.9717385780265017e-05,6,2.805400451978067e-05,3,1.0658245042503838e-05
30620,ENSMUSG00000081984.4,Dnajb3,1051,False,True,False,False,55.85,68,0.0001719559093423258,15,7.886954312106007e-05,10,4.6756674199634445e-05,13,4.618572851751663e-05
30621,ENSMUSG00000082101.4,Slfn14,3706,False,True,False,False,44.2,2,4.843828432178192e-06,2,9.858692890132509e-06,2,9.351334839926889e-06,3,1.0658245042503838e-05
30622,ENSMUSG00000082361.7,Btc,7590,False,True,False,False,40.22,10,2.421914216089096e-05,8,3.9434771560530034e-05,5,2.3378337099817223e-05,9,3.197473512751151e-05
30626,ENSMUSG00000082663.3,Trav13-3,336,False,False,False,False,55.13,3,9.687656864356384e-06,3,1.4788039335198764e-05,19,8.883768097930545e-05,13,4.618572851751663e-05
30627,ENSMUSG00000082819.3,Trav4d-2,335,False,False,False,False,48.78,6,1.9375313728712768e-05,1,4.929346445066254e-06,1,4.6756674199634445e-06,2,7.1054966950025584e-06
30628,ENSMUSG00000082882.3,Or4c100,3432,False,True,False,False,34.39,3,7.265742648267288e-06,3,1.4788039335198764e-05,3,1.4027002259890335e-05,3,1.0658245042503838e-05
30629,ENSMUSG00000082980.6,Or4x13,4430,False,True,False,False,39.41,2,4.843828432178192e-06,2,9.858692890132509e-06,1,4.6756674199634445e-06,2,7.1054966950025584e-06
30630,ENSMUSG00000083012.10,Fam220a,7081,False,True,False,False,49.06,242,0.0006490730099118776,158,0.000833059549216197,46,0.00022443203615824537,140,0.0005187012587351867
30633,ENSMUSG00000083282.4,Ctsf,9755,False,True,False,False,53.54999999999999,17,4.3594455889603726e-05,4,2.464673222533127e-05,6,2.805400451978067e-05,8,2.8421986780010234e-05
30636,ENSMUSG00000084128.11,Esrp2,7415,False,True,False,False,55.54,52,0.00012836145345272208,110,0.0005668748411826192,489,0.002609022420339602,424,0.0016342642398505885
30639,ENSMUSG00000084336.3,Or4x6,4945,False,True,False,False,38.65,1,2.421914216089096e-06,1,4.929346445066254e-06,1,4.6756674199634445e-06,1,3.5527483475012792e-06
30640,ENSMUSG00000084758.2,Gm12798,666,True,False,False,False,44.54,2,4.843828432178192e-06,8,3.9434771560530034e-05,46,0.00021508070131831845,32,0.00011368794712004093
