,gene_id,gene_name,gene_length,is_lnc,is_pc,is_mito,is_ribo,gc_content,10x_H1_n_cells,10x_H1_percent_counts,polyT_H1_n_cells,polyT_H1_percent_counts,randO_H1_n_cells,randO_H1_percent_counts,parse_H1_n_cells,parse_H1_percent_counts
38992,ENSG00000261304.2,LINC02252,1409,True,False,False,False,39.24,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
38995,ENSG00000261316.2,LINC01834,6878,True,False,False,False,44.3,1.0,3.161967850691878e-06,9.0,2.6546156554542485e-05,6.0,2.391795757863208e-05,6.0,1.588904026436397e-05
38996,ENSG00000261318.2,DIS3L-AS1,1527,True,False,False,False,44.27,26.0,8.537313196868072e-05,12.0,3.834444835656137e-05,18.0,7.175387273589624e-05,16.0,4.237077403830392e-05
38998,ENSG00000261325.4,LINC02192,4709,True,False,False,False,43.35,0.0,0.0,1.0,2.9495729505047207e-06,2.0,7.972652526210693e-06,2.0,5.29634675478799e-06
38999,ENSG00000261326.5,LINC01355,18431,True,False,False,False,36.95,70.0,0.0002561193959060421,77.0,0.00024776412784239654,58.0,0.00023120692326011012,83.0,0.00023303925721067153
39001,ENSG00000261332.1,ITGAL-AS1,577,True,False,False,False,54.37,0.0,0.0,9.0,2.6546156554542485e-05,4.0,1.5945305052421387e-05,7.0,1.8537213641757967e-05
39002,ENSG00000261333.2,CD24P2,219,False,False,False,False,54.79,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
39003,ENSG00000261336.1,EIF4BP5,1795,False,False,False,False,46.69,0.0,0.0,2.0,5.899145901009441e-06,1.0,3.986326263105347e-06,2.0,5.29634675478799e-06
39005,ENSG00000261341.7,SMIM47,982,False,False,False,False,51.51,23.0,7.588722841660508e-05,29.0,8.553761556463689e-05,56.0,0.00023120692326011012,49.0,0.00013240866886969976
39006,ENSG00000261348.3,LINC02136,1594,True,False,False,False,48.27,1.0,3.161967850691878e-06,5.0,1.4747864752523603e-05,0.0,0.0,4.0,1.059269350957598e-05
39007,ENSG00000261359.3,PYCARD-AS1,2943,True,False,False,False,61.82,0.0,0.0,14.0,4.424359425757081e-05,55.0,0.00022323427073389943,43.0,0.00011651962860533577
39008,ENSG00000261360.4,OTULIN-DT,4762,True,False,False,False,41.17,178.0,0.0005723161809752299,125.0,0.00038344448356561364,43.0,0.00017539835557663525,113.0,0.0003177808052872794
39009,ENSG00000261366.2,MANEA-DT,7260,True,False,False,False,35.74,242.0,0.000856893287537499,329.0,0.001138535158894822,138.0,0.000609907918255118,318.0,0.0009798241496357782
39011,ENSG00000261373.1,VPS9D1-AS1,2684,True,False,False,False,56.56,3.0,9.485903552075634e-06,9.0,2.6546156554542485e-05,87.0,0.00036275568994258655,55.0,0.00015094588251145772
39014,ENSG00000261390.9,MAFTRR,30275,True,False,False,False,41.84,3.0,1.2647871402767513e-05,15.0,6.194103196059913e-05,12.0,5.580856768347486e-05,22.0,7.150068118963786e-05
39017,ENSG00000261399.3,MAPK8IP3-AS1,1952,True,False,False,False,53.27,0.0,0.0,7.0,2.0647010653533046e-05,4.0,1.5945305052421387e-05,9.0,2.3833560396545954e-05
39019,ENSG00000261404.8,PSMD7-DT,16634,True,False,False,False,39.74,135.0,0.00044583746694755477,102.0,0.0003451000352090523,78.0,0.0003507967111532705,110.0,0.00034691071243861334
39021,ENSG00000261408.7,TEN1-CDK3,6484,False,False,False,False,50.97,1.0,3.161967850691878e-06,0.0,0.0,4.0,1.5945305052421387e-05,2.0,5.29634675478799e-06
39023,ENSG00000261416.1,CORO1A-AS1,1286,True,False,False,False,67.24,3.0,9.485903552075634e-06,8.0,2.3596583604037766e-05,41.0,0.0001714120293135299,35.0,9.533424158618382e-05
39025,ENSG00000261419.1,PLA2G10DP,361,False,False,False,False,49.17,82.0,0.00028457710656226904,17.0,5.0142740158580254e-05,10.0,3.986326263105347e-05,15.0,3.9722600660909924e-05
39026,ENSG00000261420.1,MPC1-DT,1636,True,False,False,False,54.52,25.0,8.221116411798883e-05,29.0,8.848718851514162e-05,12.0,4.783591515726416e-05,21.0,5.561164092527389e-05
39027,ENSG00000261423.4,TMEM202-AS1,23153,True,False,False,False,40.23,201.0,0.0006798230878987538,109.0,0.0003451000352090523,156.0,0.0006657164859385929,157.0,0.00045813399428916115
39030,ENSG00000261431.1,DHX35-DT,187,True,False,False,False,55.08,2.0,6.323935701383756e-06,0.0,0.0,0.0,0.0,0.0,0.0
39032,ENSG00000261437.2,LINC02894,11253,True,False,False,False,52.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39034,ENSG00000261441.2,POLG-DT,4285,True,False,False,False,58.26,114.0,0.00040789385273925225,8.0,2.3596583604037766e-05,14.0,5.580856768347486e-05,13.0,3.4426253906121936e-05
39035,ENSG00000261446.4,LINC00559,6766,True,False,False,False,34.7,0.0,0.0,3.0,8.848718851514161e-06,3.0,1.195897878931604e-05,4.0,1.059269350957598e-05
39037,ENSG00000261455.2,LINC01003,3398,True,False,False,False,60.82,394.0,0.0013153786258878212,37.0,0.00010913419916867465,22.0,8.769917778831763e-05,41.0,0.0001085751084731538
39038,ENSG00000261456.6,TUBB8,8820,False,True,False,False,43.2,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,0.0,0.0
39040,ENSG00000261465.8,COQ7-DT,6059,True,False,False,False,44.18999999999999,111.0,0.0003857600777844091,72.0,0.00022416754423835875,36.0,0.00014350774547179247,71.0,0.00019596482992715564
39041,ENSG00000261475.4,LINC02190,6421,True,False,False,False,41.28,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,1.0,2.648173377393995e-06
39042,ENSG00000261480.1,GOLGA8M,557,True,False,False,False,39.91,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,0.0,0.0
39043,ENSG00000261481.2,CARHSP1-DT,593,True,False,False,False,56.56,0.0,0.0,10.0,2.9495729505047205e-05,3.0,1.195897878931604e-05,6.0,1.588904026436397e-05
39044,ENSG00000261485.2,PAN3-AS1,1937,True,False,False,False,46.46,100.0,0.00033833056002403097,63.0,0.00019467181473331154,30.0,0.00012357611415626574,56.0,0.0001562422292662457
39046,ENSG00000261488.1,TBILA,1937,True,False,False,False,42.54,2.0,6.323935701383756e-06,17.0,5.0142740158580254e-05,7.0,2.790428384173743e-05,15.0,3.9722600660909924e-05
39047,ENSG00000261491.1,DNM1P31,696,False,False,False,False,57.54,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,1.0,2.648173377393995e-06
39049,ENSG00000261498.2,LINC00566,580,True,False,False,False,37.22,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
39050,ENSG00000261501.1,BBS7-DT,2266,True,False,False,False,38.39,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,0.0,0.0
39051,ENSG00000261504.1,LINC01686,1376,True,False,False,False,52.03,10.0,3.161967850691878e-05,4.0,1.1798291802018883e-05,7.0,2.790428384173743e-05,8.0,2.3833560396545954e-05
39054,ENSG00000261514.3,LINC01976,8722,True,False,False,False,52.49,10.0,3.161967850691878e-05,1.0,2.9495729505047207e-06,4.0,1.5945305052421387e-05,1.0,2.648173377393995e-06
39056,ENSG00000261517.2,LINC00558,5161,True,False,False,False,34.61,5.0,1.580983925345939e-05,1.0,2.9495729505047207e-06,2.0,7.972652526210693e-06,2.0,5.29634675478799e-06
39057,ENSG00000261520.6,DLGAP1-AS5,4227,True,False,False,False,37.35,0.0,0.0,4.0,1.1798291802018883e-05,2.0,7.972652526210693e-06,3.0,7.944520132181985e-06
39059,ENSG00000261528.2,CCNYL7,726,False,False,False,False,41.46,0.0,0.0,3.0,8.848718851514161e-06,2.0,7.972652526210693e-06,3.0,7.944520132181985e-06
39062,ENSG00000261556.11,SMG1P7,2997,False,False,False,False,39.69,8.0,2.5295742805535025e-05,52.0,0.00015337779342624547,34.0,0.00013553509294558178,57.0,0.00015094588251145772
39063,ENSG00000261557.1,EEF1A1P38,1389,False,False,False,False,46.55,1.0,3.161967850691878e-06,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
39064,ENSG00000261558.3,LINC01859,11204,True,False,False,False,45.39,2.0,6.323935701383756e-06,0.0,0.0,0.0,0.0,0.0,0.0
39065,ENSG00000261559.1,FSCN1P1,1481,False,False,False,False,65.83,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
39066,ENSG00000261570.3,AGK-DT,12706,True,False,False,False,43.33,7.0,2.213377495484315e-05,16.0,5.309231310908497e-05,11.0,6.378122020968555e-05,17.0,5.561164092527389e-05
39069,ENSG00000261587.3,TMEM249,4379,False,False,False,False,64.62,0.0,0.0,0.0,0.0,2.0,7.972652526210693e-06,2.0,5.29634675478799e-06
39071,ENSG00000261594.4,TPBGL,2931,False,True,False,False,67.89,5.0,1.580983925345939e-05,0.0,0.0,3.0,1.195897878931604e-05,2.0,5.29634675478799e-06
39072,ENSG00000261595.2,PPM1J-DT,7250,True,False,False,False,53.65,0.0,0.0,0.0,0.0,9.0,3.587693636794812e-05,7.0,1.8537213641757967e-05
39079,ENSG00000261615.8,LINC01858,4779,True,False,False,False,45.82,1.0,3.161967850691878e-06,1.0,2.9495729505047207e-06,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
39080,ENSG00000261616.1,TTC23-AS1,2677,True,False,False,False,41.03,0.0,0.0,49.0,0.00017697437703028323,15.0,5.9794893946580196e-05,42.0,0.00013505684224709375
39081,ENSG00000261617.3,LINC02177,45873,True,False,False,False,42.46,80.0,0.00026560529945811773,21.0,7.078975081211329e-05,16.0,6.378122020968555e-05,17.0,4.501894741569792e-05
39084,ENSG00000261623.1,LINC02179,3673,True,False,False,False,51.38,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
39086,ENSG00000261634.5,PAQR5-DT,8144,True,False,False,False,45.39,1.0,3.161967850691878e-06,7.0,2.0647010653533046e-05,2.0,7.972652526210693e-06,5.0,1.3240866886969976e-05
39087,ENSG00000261636.3,LINC02191,2055,True,False,False,False,43.52,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
39088,ENSG00000261637.3,LINC02127,4023,True,False,False,False,42.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39089,ENSG00000261644.4,CYLD-AS1,11294,True,False,False,False,47.84,129.0,0.00042686565984340356,172.0,0.0005456709958433733,288.0,0.0012835970567199215,256.0,0.0007441367190477126
39090,ENSG00000261645.8,DISC1FP1,6536,True,False,False,False,35.4,395.0,0.0029026864869351444,794.0,0.005978784370673069,583.0,0.0043211776692061955,820.0,0.005333421182071506
39092,ENSG00000261649.7,GOLGA6L7,3219,False,True,False,False,51.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39093,ENSG00000261652.3,PIERCE2,1624,False,True,False,False,42.4,0.0,0.0,25.0,8.258804261413218e-05,8.0,3.1890610104842774e-05,21.0,6.355616105745588e-05
39094,ENSG00000261656.6,BEAN1-AS1,2205,True,False,False,False,55.15999999999999,0.0,0.0,2.0,5.899145901009441e-06,1.0,3.986326263105347e-06,3.0,7.944520132181985e-06
39095,ENSG00000261663.1,ECI1-AS1,788,True,False,False,False,48.05,0.0,0.0,3.0,8.848718851514161e-06,3.0,1.195897878931604e-05,7.0,1.8537213641757967e-05
39096,ENSG00000261664.6,TTC39A-AS1,2616,True,False,False,False,53.53,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
39099,ENSG00000261678.3,SCRT1,3980,False,True,False,False,66.53,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,1.0,2.648173377393995e-06
39101,ENSG00000261683.3,LINC00838,6743,True,False,False,False,40.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39104,ENSG00000261703.2,LINC02168,408,True,False,False,False,48.72,4.0,1.2647871402767513e-05,12.0,3.5394875406056645e-05,6.0,2.391795757863208e-05,6.0,1.588904026436397e-05
39110,ENSG00000261715.1,LINC01477,1226,True,False,False,False,37.65,0.0,0.0,3.0,8.848718851514161e-06,0.0,0.0,2.0,5.29634675478799e-06
39112,ENSG00000261729.3,GS1-204I12.4,5789,True,False,False,False,38.56,15.0,5.375345346176193e-05,106.0,0.00043358722372419394,42.0,0.00021127529194458336,103.0,0.00036015157932558334
39114,ENSG00000261738.9,MIR3976HG,49865,True,False,False,False,39.55,1.0,3.161967850691878e-06,5.0,1.4747864752523603e-05,2.0,7.972652526210693e-06,1.0,2.648173377393995e-06
39115,ENSG00000261739.3,GOLGA8S,7819,False,False,False,False,48.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.648173377393995e-06
39116,ENSG00000261740.7,BOLA2-SMG1P6,5385,False,True,False,False,43.95,136.0,0.0004648092740517061,79.0,0.00023596583604037764,289.0,0.0012437337940888681,199.0,0.000550820062497951
39118,ENSG00000261742.7,LINC00922,11204,True,False,False,False,39.67,1.0,3.161967850691878e-06,9.0,2.6546156554542485e-05,3.0,1.195897878931604e-05,8.0,2.118538701915196e-05
39119,ENSG00000261744.1,ZFPM1-AS1,733,True,False,False,False,60.5,0.0,0.0,23.0,6.784017786160858e-05,102.0,0.0004185642576260614,62.0,0.00016948309615321568
39123,ENSG00000261758.2,STAG1-DT,8662,True,False,False,False,44.45,36.0,0.0001264787140276751,43.0,0.00013273078277271244,70.0,0.000298974469732901,71.0,0.00019596482992715564
39124,ENSG00000261761.6,LINC02616,21671,True,False,False,False,37.01,0.0,0.0,4.0,1.1798291802018883e-05,2.0,7.972652526210693e-06,5.0,1.3240866886969976e-05
39126,ENSG00000261771.5,DNAAF4-CCPG1,4851,True,False,False,False,41.93,9.0,2.84577106562269e-05,7.0,2.0647010653533046e-05,2.0,7.972652526210693e-06,7.0,1.8537213641757967e-05
39127,ENSG00000261777.7,DDX19A-DT,4161,True,False,False,False,46.87,4.0,1.2647871402767513e-05,68.0,0.00020941967948583516,66.0,0.00026309753336495285,86.0,0.00023833560396545957
39128,ENSG00000261780.4,LINC02582,17753,True,False,False,False,36.48,0.0,0.0,5.0,1.4747864752523603e-05,6.0,2.391795757863208e-05,7.0,1.8537213641757967e-05
39129,ENSG00000261781.1,LINC01654,2471,True,False,False,False,49.52,0.0,0.0,0.0,0.0,2.0,7.972652526210693e-06,1.0,2.648173377393995e-06
39132,ENSG00000261794.2,GOLGA8H,5188,False,True,False,False,48.94,0.0,0.0,10.0,2.9495729505047205e-05,12.0,4.783591515726416e-05,10.0,2.648173377393995e-05
39133,ENSG00000261796.1,ISY1-RAB43,4868,False,True,False,False,48.2,15.0,4.742951776037817e-05,85.0,0.00026251199259492015,63.0,0.00027107018589116356,102.0,0.00028335455138115746
39134,ENSG00000261801.9,LOXL1-AS1,21855,True,False,False,False,50.43,102.0,0.0003541403992774904,63.0,0.00020057096063432102,63.0,0.0002551248808387422,90.0,0.00024628012409764154
39136,ENSG00000261807.2,LINC02141,6586,True,False,False,False,36.29,4.0,1.580983925345939e-05,7.0,2.0647010653533046e-05,7.0,2.790428384173743e-05,6.0,1.8537213641757967e-05
39142,ENSG00000261824.9,LINC00662,120244,True,False,False,False,41.92,318.0,0.0012331674617698325,338.0,0.0013243582547766196,254.0,0.0012277884890364468,363.0,0.0012208079269786318
39147,ENSG00000261856.1,LINC02186,885,True,False,False,False,44.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39152,ENSG00000261868.1,MFSD1P1,1327,False,False,False,False,43.41,0.0,0.0,8.0,2.3596583604037766e-05,1.0,3.986326263105347e-06,6.0,1.588904026436397e-05
39153,ENSG00000261873.3,SMIM36,2151,False,True,False,False,42.12,0.0,0.0,3.0,8.848718851514161e-06,0.0,0.0,3.0,7.944520132181985e-06
39154,ENSG00000261879.10,ZNF594-DT,16520,True,False,False,False,47.57,197.0,0.0007051188307042888,220.0,0.0007285445187746659,212.0,0.0009367866718297564,249.0,0.0007335440255381366
39155,ENSG00000261886.2,GOSR2-DT,5102,True,False,False,False,46.20000000000001,0.0,0.0,13.0,3.834444835656137e-05,5.0,1.9931631315526734e-05,13.0,3.4426253906121936e-05
39163,ENSG00000261949.7,GFY,2347,False,True,False,False,56.69,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,1.0,2.648173377393995e-06
39167,ENSG00000261971.10,MMP25-AS1,17810,True,False,False,False,56.3,32.0,0.00010750690692352387,205.0,0.0006459564761605338,532.0,0.0023997684103894187,406.0,0.0011731408061855398
39174,ENSG00000262001.4,DLGAP1-AS2,8348,True,False,False,False,45.52,3.0,9.485903552075634e-06,294.0,0.0009202667605574729,285.0,0.001251706446615079,367.0,0.001030139443806264
39178,ENSG00000262061.8,RPH3AL-AS1,9645,True,False,False,False,56.49,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
39182,ENSG00000262081.2,IL9RP4,1248,False,False,False,False,56.53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.648173377393995e-06
39186,ENSG00000262097.4,LINC02185,11859,True,False,False,False,46.68,0.0,0.0,10.0,2.9495729505047205e-05,3.0,1.195897878931604e-05,9.0,2.3833560396545954e-05
39187,ENSG00000262099.2,DHX33-DT,5216,True,False,False,False,51.55,4.0,1.2647871402767513e-05,2.0,5.899145901009441e-06,3.0,1.195897878931604e-05,3.0,7.944520132181985e-06
39193,ENSG00000262117.6,BCAR4,14732,True,False,False,False,46.92,26.0,8.221116411798883e-05,8.0,2.3596583604037766e-05,3.0,1.195897878931604e-05,7.0,1.8537213641757967e-05
39194,ENSG00000262118.1,MTCO1P28,1528,False,False,True,False,41.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39198,ENSG00000262136.3,NQO1-DT,8335,True,False,False,False,47.65,52.0,0.00017074626393736144,32.0,0.00010028548031716051,11.0,4.384958889415881e-05,28.0,7.414885456703187e-05
39202,ENSG00000262152.8,GREP1,13097,False,True,False,False,60.82,0.0,0.0,0.0,0.0,2.0,1.195897878931604e-05,2.0,7.944520132181985e-06
39204,ENSG00000262155.3,LINC02175,28253,True,False,False,False,44.35000000000001,37.0,0.00012015477832629136,58.0,0.00017992394998078795,48.0,0.00019931631315526734,63.0,0.00018272396304018566
39209,ENSG00000262165.2,C17orf114,644,False,True,False,False,51.67,25.0,8.85350998193726e-05,7.0,2.0647010653533046e-05,2.0,7.972652526210693e-06,5.0,1.3240866886969976e-05
39211,ENSG00000262185.4,LINC02861,4145,True,False,False,False,47.45,19.0,6.956329271522132e-05,20.0,6.489060491110386e-05,15.0,6.776754647279089e-05,22.0,6.620433443484988e-05
39212,ENSG00000262188.5,LINC01978,4191,True,False,False,False,59.58,0.0,0.0,26.0,7.668889671312274e-05,72.0,0.00031491977478532236,58.0,0.0001562422292662457
39222,ENSG00000262223.11,LINC03048,19634,True,False,False,False,57.63,4.0,1.2647871402767513e-05,2.0,5.899145901009441e-06,5.0,1.9931631315526734e-05,4.0,1.059269350957598e-05
39233,ENSG00000262322.1,MTND4P34,1371,False,False,True,False,37.49,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
39249,ENSG00000262420.4,TXNDC11-AS1,4392,True,False,False,False,43.94,114.0,0.00037943614208302533,83.0,0.00025071370079290126,41.0,0.00016742570305042454,78.0,0.0002118538701915196
39252,ENSG00000262454.5,MIR193BHG,20361,True,False,False,False,49.62,16.0,8.85350998193726e-05,10.0,4.129402130706609e-05,11.0,5.182224142036951e-05,13.0,5.29634675478799e-05
39253,ENSG00000262461.7,SPDYE9,4489,False,True,False,False,48.44,0.0,0.0,2.0,5.899145901009441e-06,0.0,0.0,3.0,7.944520132181985e-06
39255,ENSG00000262468.9,LINC01569,26937,True,False,False,False,49.99,63.0,0.00021817578169773958,20.0,6.194103196059913e-05,51.0,0.00021127529194458336,41.0,0.00011122328185054779
39259,ENSG00000262480.2,SAMD11P1,661,False,False,False,False,65.51,0.0,0.0,2.0,5.899145901009441e-06,3.0,1.195897878931604e-05,4.0,1.059269350957598e-05
39260,ENSG00000262481.5,TMEM256-PLSCR3,3277,False,False,False,False,53.68,11.0,3.478164635761066e-05,9.0,2.9495729505047205e-05,8.0,3.1890610104842774e-05,12.0,3.4426253906121936e-05
39261,ENSG00000262484.2,CCER2,1655,False,True,False,False,60.21,7.0,2.5295742805535025e-05,6.0,1.7697437703028322e-05,7.0,2.790428384173743e-05,5.0,1.3240866886969976e-05
39262,ENSG00000262497.1,FAM187B2P,713,False,False,False,False,54.0,0.0,0.0,0.0,0.0,3.0,1.195897878931604e-05,1.0,2.648173377393995e-06
39267,ENSG00000262516.1,DPPA3P6,483,False,False,False,False,43.69,0.0,0.0,0.0,0.0,2.0,7.972652526210693e-06,0.0,0.0
39277,ENSG00000262583.4,TMEM231P1,637,False,False,False,False,45.38,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
39278,ENSG00000262585.2,LINC01979,11142,True,False,False,False,58.54,0.0,0.0,5.0,2.0647010653533046e-05,4.0,1.5945305052421387e-05,5.0,1.3240866886969976e-05
39298,ENSG00000262678.2,CAMTA2-AS1,3557,True,False,False,False,54.71,6.0,1.897180710415127e-05,63.0,0.00019172224178280682,117.0,0.0004943044566250629,119.0,0.0003257253254194614
39300,ENSG00000262686.2,GLIS2-AS1,3044,True,False,False,False,60.93,1.0,3.161967850691878e-06,1.0,2.9495729505047207e-06,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
39301,ENSG00000262693.1,ZFP3-DT,490,True,False,False,False,50.08,1.0,3.161967850691878e-06,1.0,2.9495729505047207e-06,2.0,7.972652526210693e-06,2.0,5.29634675478799e-06
39304,ENSG00000262728.7,ARHGAP11A-DT,63827,True,False,False,False,40.57,41.0,0.00013280264972905886,117.0,0.00036279747291208063,80.0,0.00033485140610084907,104.0,0.00028600272475855145
39310,ENSG00000262772.3,LINC01977,14617,True,False,False,False,57.28,12.0,3.794361420830254e-05,2.0,5.899145901009441e-06,3.0,1.195897878931604e-05,4.0,1.059269350957598e-05
39325,ENSG00000262870.1,CYCSP40,294,False,False,False,False,50.34,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,1.0,2.648173377393995e-06
39326,ENSG00000262874.2,C19orf84,2123,False,True,False,False,55.8,0.0,0.0,1.0,2.9495729505047207e-06,6.0,2.391795757863208e-05,6.0,1.588904026436397e-05
39328,ENSG00000262902.1,MTCO1P40,625,False,False,True,False,44.64,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.29634675478799e-06
39329,ENSG00000262903.1,CTNS-AS1,874,True,False,False,False,64.36,0.0,0.0,1.0,2.9495729505047207e-06,20.0,8.371285152521227e-05,10.0,2.912990715133394e-05
39330,ENSG00000262904.1,TMPOP2,1201,False,False,False,False,43.63,2.0,6.323935701383756e-06,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
39340,ENSG00000262962.1,KARS1P3,1504,False,False,False,False,46.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.648173377393995e-06
39341,ENSG00000262980.2,OR52L2P,990,False,False,False,False,51.21,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
39346,ENSG00000263004.4,AKAP1-DT,4782,True,False,False,False,43.03,93.0,0.0003256826886212634,35.0,0.00010618462621816994,15.0,5.9794893946580196e-05,29.0,8.474154807660784e-05
39354,ENSG00000263050.2,DPH1-AS1,3762,True,False,False,False,54.29,421.0,0.0018371033212519813,566.0,0.0023183643390967106,435.0,0.0022243700548127835,617.0,0.002261540064294472
39356,ENSG00000263069.6,RNF213-AS1,9317,True,False,False,False,48.14,271.0,0.0009802100337144822,1840.0,0.008819223122009114,1692.0,0.011018205791223179,2026.0,0.009305681248162499
39357,ENSG00000263072.11,ZNF213-AS1,49097,True,False,False,False,54.64,141.0,0.0004648092740517061,257.0,0.000814082134339303,270.0,0.0011719799213529719,318.0,0.0009189161619557164
39377,ENSG00000263179.1,HNRNPCP4,900,False,False,False,False,47.0,0.0,0.0,2.0,5.899145901009441e-06,0.0,0.0,2.0,5.29634675478799e-06
39392,ENSG00000263257.3,LINC03107,2787,True,False,False,False,48.07,7.0,2.5295742805535025e-05,17.0,5.604188605958969e-05,9.0,3.986326263105347e-05,18.0,5.0315294170485905e-05
39394,ENSG00000263266.2,RPS7P1,585,False,False,False,True,47.52,0.0,0.0,1.0,2.9495729505047207e-06,1.0,7.972652526210693e-06,1.0,2.648173377393995e-06
39397,ENSG00000263293.4,EFCAB13-DT,16469,True,False,False,False,40.41,243.0,0.0008790270624923421,793.0,0.0036722183233783767,399.0,0.0019054639537643557,788.0,0.003061288424267458
39399,ENSG00000263307.3,RSL1D1-DT,9550,True,False,False,False,42.12,1501.0,0.006244886505116459,1871.0,0.007465369137727447,921.0,0.004289287059101352,1805.0,0.006345023412236013
39402,ENSG00000263312.2,LINC01975,1538,True,False,False,False,53.56,0.0,0.0,0.0,0.0,2.0,7.972652526210693e-06,2.0,5.29634675478799e-06
39403,ENSG00000263317.2,LINC01982,1606,True,False,False,False,37.1,3.0,9.485903552075634e-06,5.0,1.4747864752523603e-05,5.0,1.9931631315526734e-05,5.0,1.3240866886969976e-05
39405,ENSG00000263327.7,TAPT1-AS1,4722,True,False,False,False,40.58,235.0,0.0008537313196868071,399.0,0.0015072317777079121,317.0,0.0016064894840314547,443.0,0.0015571259459076692
39408,ENSG00000263345.1,SGSM2-AS1,1288,True,False,False,False,57.58,0.0,0.0,12.0,3.5394875406056645e-05,39.0,0.0001634393767873192,36.0,9.533424158618382e-05
39409,ENSG00000263353.4,PPIAL4A,760,False,True,False,False,45.79,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
39418,ENSG00000263366.2,ABHD17AP5,923,False,False,False,False,67.65,1.0,3.161967850691878e-06,1.0,2.9495729505047207e-06,3.0,1.195897878931604e-05,3.0,7.944520132181985e-06
39426,ENSG00000263400.9,TMEM220-AS1,20792,True,False,False,False,46.62,15.0,5.69154213124538e-05,46.0,0.00015927693932725492,33.0,0.00014749407173489783,51.0,0.00016948309615321568
39432,ENSG00000263412.4,NFE2L1-DT,16513,False,False,False,False,52.25,39.0,0.000129640681878367,29.0,8.553761556463689e-05,16.0,6.378122020968555e-05,29.0,7.679702794442586e-05
39435,ENSG00000263417.7,GTSCR1,2360,True,False,False,False,38.0,50.0,0.00018971807104151267,18.0,6.194103196059913e-05,17.0,7.175387273589624e-05,21.0,6.355616105745588e-05
39438,ENSG00000263426.2,RN7SL471P,299,False,False,False,False,71.24,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,0.0,0.0
39442,ENSG00000263438.7,LINC01919,6455,True,False,False,False,36.07,4.0,1.897180710415127e-05,3.0,8.848718851514161e-06,0.0,0.0,1.0,2.648173377393995e-06
39449,ENSG00000263465.5,SRSF8,4867,False,True,False,False,45.07,1019.0,0.0036489108996984273,636.0,0.00200570960634321,354.0,0.0014669680648227675,632.0,0.0018113505901374927
39455,ENSG00000263482.3,ANTXRLP1,1829,False,False,False,False,49.2,2.0,6.323935701383756e-06,1.0,2.9495729505047207e-06,1.0,3.986326263105347e-06,3.0,7.944520132181985e-06
39484,ENSG00000263583.1,MIR4522,87,False,False,False,False,71.26,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
39487,ENSG00000263586.2,HID1-AS1,825,True,False,False,False,56.74,1.0,3.161967850691878e-06,1.0,2.9495729505047207e-06,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
39488,ENSG00000263590.3,LINC02591,6241,True,False,False,False,53.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
