mouse_symbol,human_symbol
Grin3a,GRIN3A
Gck,GCK
Ephb6,EPHB6
Carf,CARF
Slc39a1,SLC39A1
Lamtor5,LAMTOR5
Rfx5,RFX5
Igflr1,IGFLR1
Gpx7,GPX7
Tomt,TOMT
Exoc3l,EXOC3L1
Il15ra,IL15RA
Otud6b,OTUD6B
Wdr24,WDR24
Nploc4,NPLOC4
Mat1a,MAT1A
Pm20d2,PM20D2
Epn1,EPN1
Unc93a,UNC93A
Grik3,GRIK3
Tasor,TASOR
Bend3,BEND3
Musk,MUSK
Abracl,ABRACL
Lta,LTA
Atp6v0d1,ATP6V0D1
Ezr,EZR
Spata16,SPATA16
Slfn3,SLFN12
Slfn3,SLFN12L
Yod1,YOD1
Samd5,SAMD5
Fam222b,FAM222B
Syt14,SYT14
Pias4,PIAS4
Ccl8,CCL8
Plek,PLEK
Cd209d,CD209
Fdps,FDPS
Rlf,RLF
Septin2,SEPTIN2
1700011L22Rik,C4orf51
St6galnac6,ST6GALNAC6
Lrp10,LRP10
Tmem247,TMEM247
Tmem192,TMEM192
Tmco2,TMCO2
Flywch1,FLYWCH1
Frrs1l,FRRS1L
Dcaf1,DCAF1
Plekhn1,PLEKHN1
Ly6h,LY6H
Ccser2,CCSER2
Cdk5rap3,CDK5RAP3
Fbxw9,FBXW9
Wiz,WIZ
Bltp3b,BLTP3B
Sp7,SP7
Zswim5,ZSWIM5
Lmbrd2,LMBRD2
Pradc1,PRADC1
Tardbp,TARDBP
Lrrc61,LRRC61
Prmt8,PRMT8
Mzf1,MZF1
Smim20,SMIM20
Coa6,COA6
Cd3g,CD3G
Slc12a4,SLC12A4
Lgals3,LGALS3
Arl6ip4,ARL6IP4
Cmtm6,CMTM6
Tpk1,TPK1
Tiprl,TIPRL
Spi1,SPI1
Cntn1,CNTN1
Stbd1,STBD1
Nyap1,NYAP1
Dnm2,DNM2
Parp4,PARP4
Mettl18,METTL18
Ralgps2,RALGPS2
Gtf3c1,GTF3C1
Caln1,CALN1
Slc25a12,SLC25A12
Pspc1,PSPC1
Aqp1,AQP1
Rad23b,RAD23B
Nop2,NOP2
Mettl26,METTL26
Pwp1,PWP1
Gngt2,GNGT2
Setdb1,SETDB1
Tmem54,TMEM54
Rbm26,RBM26
Spsb3,SPSB3
Hspb1,HSPB1
Ppih,PPIH
Wdr19,WDR19
Etv4,ETV4
Dnmt3l,DNMT3L
Brme1,BRME1
H1f8,H1-8
Tnip3,TNIP3
Zfp423,ZNF423
Rab21,RAB21
Dguok,DGUOK
Vac14,VAC14
Hnrnph3,HNRNPH3
Plcg1,PLCG1
Gpr157,GPR157
Tbc1d10a,TBC1D10A
Zcchc7,ZCCHC7
Fam180a,FAM180A
Uba6,UBA6
Tmem125,TMEM125
Cpa1,CPA1
Meikin,MEIKIN
Picalm,PICALM
Pcsk9,PCSK9
Mcm2,MCM2
Dhx40,DHX40
Ipp,IPP
Pde10a,PDE10A
Myo3b,MYO3B
Crlf2,CRLF2
Irs2,IRS2
Mtmr6,MTMR6
Rln3,RLN3
Atp13a1,ATP13A1
Leprot,LEPROT
Frmd3,FRMD3
Cytl1,CYTL1
Cep152,CEP152
Abcg3,ABCG2
Krt23,KRT23
Tmem132b,TMEM132B
Mat2b,MAT2B
Gng2,GNG2
Pdap1,PDAP1
Gabbr2,GABBR2
Gxylt2,GXYLT2
Fam171b,FAM171B
Jade1,JADE1
Cpne9,CPNE9
Lrrc20,LRRC20
Wscd2,WSCD2
Tjp3,TJP3
Pck2,PCK2
Clec10a,CLEC10A
Hectd4,HECTD4
Nae1,NAE1
Tafa1,TAFA1
Zxdc,ZXDC
Pgp,PGP
Pank4,PANK4
Stmn2,STMN2
Ccdc57,CCDC57
Abhd18,ABHD18
Gcn1,GCN1
Syt1,SYT1
Klf5,KLF5
Ezh2,EZH2
Setdb2,SETDB2
Ehd3,EHD3
Gnmt,GNMT
Slc35g3,SLC35G3
Slc35g3,SLC35G5
Slc35g3,SLC35G6
Slc35g3,SLC35G4
Acadm,ACADM
Lhx1,LHX1
Dxo,DXO
Caprin1,CAPRIN1
Fam216b,FAM216B
Btbd8,BTBD8
Kifc5b,KIFC1
Epsti1,EPSTI1
Bicdl1,BICDL1
Rnf112,RNF112
Madcam1,MADCAM1
Ddah2,DDAH2
Lta4h,LTA4H
Prmt5,PRMT5
Tpst2,TPST2
Leprotl1,LEPROTL1
Hax1,HAX1
Cavin4,CAVIN4
Eml4,EML4
Sigmar1,SIGMAR1
Slc38a7,SLC38A7
Comtd1,COMTD1
Reps1,REPS1
Cer1,CER1
Ctps1,CTPS1
Pbk,PBK
Nectin4,NECTIN4
Atp5pb,ATP5PB
Zfp395,ZNF395
Vps4b,VPS4B
Sgsm1,SGSM1
Tdrd3,TDRD3
Farsa,FARSA
Clec5a,CLEC5A
Arhgef26,ARHGEF26
Sarm1,SARM1
Prr9,PRR9
Ttc14,TTC14
Blk,BLK
Rbm28,RBM28
Dot1l,DOT1L
Tex35,TEX35
Rtraf,RTRAF
Slc16a6,SLC16A6
Stimate,STIMATE
Ptgir,PTGIR
Zfp94,ZNF45
Cdc42se2,CDC42SE2
Uxs1,UXS1
Rnase4,RNASE4
Flt3l,FLT3LG
Lgi3,LGI3
Jag1,JAG1
Ccdc38,CCDC38
Tmem52b,TMEM52B
Mtmr14,MTMR14
Cpne2,CPNE2
Or4c10,OR4C46
Or4c10,OR4C13
Rnh1,RNH1
Top2b,TOP2B
Pwwp3a,PWWP3A
Scn9a,SCN9A
Zfp979,ZNF34
Fbxo24,FBXO24
Cps1,CPS1
Tmem69,TMEM69
Hmga1,HMGA1
Nr4a3,NR4A3
Nr2f2,NR2F2
Dr1,DR1
Vps54,VPS54
Fam219a,FAM219A
Pofut1,POFUT1
Bst2,BST2
Lat2,LAT2
Napa,NAPA
Cmtm4,CMTM4
Cpe,CPE
Khdrbs1,KHDRBS1
Acoxl,ACOXL
Sntg1,SNTG1
Disp3,DISP3
Gtsf1l,GTSF1L
Sp5,SP5
Scara3,SCARA3
Brf2,BRF2
Adra1a,ADRA1A
Ccndbp1,CCNDBP1
Dus2,DUS2
Gmpr2,GMPR2
Ddx20,DDX20
Esr1,ESR1
Svip,SVIP
Synpo2,SYNPO2
Atp23,ATP23
Samd8,SAMD8
Tifa,TIFA
Shisa2,SHISA2
Mslnl,MSLNL
Rap1gds1,RAP1GDS1
Exoc1,EXOC1
Aplp1,APLP1
Slc22a17,SLC22A17
Mdc1,MDC1
Slc25a3,SLC25A3
Scn3a,SCN3A
Smim10l1,SMIM10L1
Sema3g,SEMA3G
Txn1,TXN
Arhgap30,ARHGAP30
Rsph9,RSPH9
Wdr54,WDR54
Itpa,ITPA
Xpo7,XPO7
Lrrn2,LRRN2
Atad3a,ATAD3A
Kcnd2,KCND2
Cul9,CUL9
Scrn1,SCRN1
Rrad,RRAD
Stk25,STK25
Stmn3,STMN3
Ttc29,TTC29
Ubtfl1,UBTFL1
Ppm1m,PPM1M
Fam149a,FAM149A
Caprin2,CAPRIN2
Myh7b,MYH7B
Snrpa,SNRPA
Osbpl10,OSBPL10
Matk,MATK
Cfap96,CFAP96
Lime1,LIME1
Cpne5,CPNE5
Lsm1,LSM1
Rasl10a,RASL10A
AW551984,VWA5A
Klk4,KLK4
Gins3,GINS3
Hapln4,HAPLN4
Mob2,MOB2
Defa23,DEFA4
Defa23,DEFA1
Defa23,DEFA5
Defa23,DEFA1B
Defa23,DEFA6
Defa23,DEFA3
Heatr6,HEATR6
Crlf1,CRLF1
Accs,ACCS
Ercc5,ERCC5
Ercc5,BIVM
Cox4i1,COX4I1
Srpk1,SRPK1
Chrna2,CHRNA2
Atp2c1,ATP2C1
Cdkn3,CDKN3
Tdrkh,TDRKH
Kcnk6,KCNK6
Tgfb1i1,TGFB1I1
Ddhd1,DDHD1
Tppp3,TPPP3
Zzz3,ZZZ3
Mrps31,MRPS31
Sgsm2,SGSM2
Tpx2,TPX2
Crebl2,CREBL2
Cdk8,CDK8
Chst13,CHST13
Pxt1,PXT1
Hoxa2,HOXA2
Nxph1,NXPH1
Gadd45a,GADD45A
Mrps10,MRPS10
Adam32,ADAM32
Plekha5,PLEKHA5
Slamf8,SLAMF8
Cyp27a1,CYP27A1
Ankrd44,ANKRD44
Grm5,GRM5
Cherp,CHERP
Mrpl18,MRPL18
Tpsb2,TPSB2
Tpsb2,TPSAB1
Zfp57,ZFP57
Dcaf6,DCAF6
Slfn4,SLFN12
Slfn4,SLFN12L
Tcf23,TCF23
Slc25a22,SLC25A22
Fam53a,FAM53A
Nt5c3b,NT5C3B
Crybg2,CRYBG2
Tm9sf2,TM9SF2
Lamtor2,LAMTOR2
Cdca8,CDCA8
Ncoa3,NCOA3
Aimp1,AIMP1
Ring1,RING1
Stum,STUM
Kmt2e,KMT2E
Arglu1,ARGLU1
Prpf38a,PRPF38A
Cnih3,CNIH3
Scaf8,SCAF8
Pgbd5,PGBD5
Trh,TRH
Proser1,PROSER1
Rundc1,RUNDC1
Tspan12,TSPAN12
Eif5a2,EIF5A2
Defa36,DEFA4
Defa36,DEFA1
Defa36,DEFA5
Defa36,DEFA1B
Defa36,DEFA6
Defa36,DEFA3
Pla2g12b,PLA2G12B
Pik3r2,PIK3R2
Myl6b,MYL6B
Trim2,TRIM2
Asph,ASPH
Timm13,TIMM13
Eif2d,EIF2D
Wapl,WAPL
Cript,CRIPT
Pbld2,PBLD
Dennd1c,DENND1C
Flot2,FLOT2
Stard13,STARD13
Afg1l,AFG1L
Suclg2,SUCLG2
Naaa,NAAA
Tapbp,TAPBP
Shld2,SHLD2
Srgn,SRGN
Popdc1,POPDC1
Ednrb,EDNRB
Iyd,IYD
Dhodh,DHODH
Arhgef25,ARHGEF25
Ost4,OST4
Wbp1,WBP1
Paqr4,PAQR4
Psme1,PSME1
Ccdc167,CCDC167
Mvk,MVK
Il12rb2,IL12RB2
Aldh1l1,ALDH1L1
Vit,VIT
Sdr42e1,SDR42E1
Rbm39,RBM39
Ctxn1,CTXN1
1190005I06Rik,C16orf74
Mvd,MVD
Jpt2,JPT2
Smim29,SMIM29
Cdh11,CDH11
E2f7,E2F7
Idh2,IDH2
Dhrs2,DHRS2
Lyzl6,LYZL6
Myoz1,MYOZ1
Mettl4,METTL4
Alox12,ALOX12
Shprh,SHPRH
Zfp276,ZNF276
Ppp3cc,PPP3CC
Keap1,KEAP1
Fis1,FIS1
Scgb3a1,SCGB3A1
Tap2,TAP2
Tbkbp1,TBKBP1
Slc39a8,SLC39A8
Rsph10b,RSPH10B2
Rsph10b,RSPH10B
Rpl4,RPL4
Vapa,VAPA
Mrps21,MRPS21
Dnaaf10,DNAAF10
Sptssb,SPTSSB
Rb1,RB1
Trim21,TRIM21
Cfap141,CFAP141
Adh7,ADH7
4930544D05Rik,C17orf107
Polh,POLH
Adgrl3,ADGRL3
Hps3,HPS3
Mmd,MMD
Pnma8a,PNMA8A
Ano8,ANO8
Fxyd7,FXYD7
Ccdc150,CCDC150
Rnf151,RNF151
Prdm9,PRDM7
Psg18,PSG3
Psg18,PSG8
Psg18,CEACAM7
Psg18,PSG11
Psg18,PSG6
Psg18,PSG5
Psg18,CEACAM3
Psg18,CEACAM1
Psg18,PSG1
Psg18,PSG2
Psg18,PSG4
Psg18,PSG7
Psg18,CEACAM6
Psg18,CEACAM8
Psg18,PSG9
Psg18,CEACAM5
Ube2b,UBE2B
Ascc1,ASCC1
Ugt1a8,UGT1A7
Ugt1a8,UGT1A10
Ugt1a8,UGT1A9
Ugt1a8,UGT1A8
Kirrel2,KIRREL2
Ilkap,ILKAP
Ptprs,PTPRS
1700123O20Rik,C14orf119
Mrps24,MRPS24
Dnajc9,DNAJC9
Tmt1b,TMT1B
Gns,GNS
Trim65,TRIM65
Rap2a,RAP2A
Il21r,IL21R
Dusp13a,DUSP13B
Plcd3,PLCD3
Erich6,ERICH6
Isg20,ISG20
Mbnl1,MBNL1
Nphp3,NPHP3
Foxk2,FOXK2
Dusp6,DUSP6
Ncan,NCAN
Arhgap9,ARHGAP9
Trpm1,TRPM1
Ndufaf8,NDUFAF8
Or2ak4,OR2AK2
Siah3,SIAH3
Dock6,DOCK6
Bcl2l2,BCL2L2
Vps37a,VPS37A
Pik3r6,PIK3R6
Sap18,SAP18
Dydc2,DYDC2
Ptp4a1,PTP4A1
Ninj2,NINJ2
Ak9,AK9
Gp9,GP9
Eef1akmt1,EEF1AKMT1
Asic4,ASIC4
Septin10,SEPTIN10
Dcp1b,DCP1B
Dap3,DAP3
Vcl,VCL
Fam20b,FAM20B
Tor4a,TOR4A
Cass4,CASS4
Krr1,KRR1
Elf1,ELF1
Psmd3,PSMD3
Esco2,ESCO2
Ctrb1,CTRB2
Ctrb1,CTRB1
Naca,NACA
Agbl2,AGBL2
Tbx19,TBX19
Cpb2,CPB2
Slc9a4,SLC9A4
Myom2,MYOM2
Nup210,NUP210
Peli2,PELI2
Dipk2a,DIPK2A
Slco6d1,SLCO6A1
Supt16,SUPT16H
Acad8,ACAD8
Slc22a18,SLC67A1
Casq1,CASQ1
Eif4enif1,EIF4ENIF1
Ncln,NCLN
Irgc,IRGC
Nkx1-2,NKX1-2
Cdc25a,CDC25A
Shld1,SHLD1
Klk15,KLK15
Rcbtb1,RCBTB1
Chrna1,CHRNA1
Gm28040,KISS1
Msantd7,MSANTD7
Ccer2,CCER2
Rgl1,RGL1
Tmem176b,TMEM176B
Mogat2,MOGAT2
Cyb561d2,CYB561D2
Onecut1,ONECUT1
Xylb,XYLB
Meis3,MEIS3
Meis3,MEIS3P2
Tacr2,TACR2
Hlx,HLX
Pcbd1,PCBD1
Cacna1b,CACNA1B
Slc16a10,SLC16A10
Ormdl1,ORMDL1
Pacc1,PACC1
Asf1a,ASF1A
Tle6,TLE6
Or8a1b,OR8A1
Nicn1,NICN1
Smyd3,SMYD3
Or6b2b,OR6B2
Or6b2b,OR6B3
Flvcr1,FLVCR1
Cdk2,CDK2
Pierce2,PIERCE2
Spesp1,SPESP1
Tbc1d2b,TBC1D2B
Dgki,DGKI
Tgm4,TGM4
Dars1,DARS1
Rpl14,RPL14
Misp,MISP
Tyw3,TYW3
Fbxo5,FBXO5
Kif9,KIF9
Ankfy1,ANKFY1
Jmjd1c,JMJD1C
Cept1,CEPT1
Stk32c,STK32C
Usp46,USP46
Clk1,CLK1
Spon1,SPON1
Runx2,RUNX2
Sgip1,SGIP1
Slc2a10,SLC2A10
Neil2,NEIL2
Krt19,KRT19
Oxnad1,OXNAD1
Sprr3,SPRR3
Sar1a,SAR1A
Pcbp4,PCBP4
Lrriq3,LRRIQ3
Eya1,EYA1
Dhx16,DHX16
Sbno1,SBNO1
Nek6,NEK6
Hspa4,HSPA4
Unc45a,UNC45A
Manba,MANBA
Jph4,JPH4
Kat6a,KAT6A
Trpm2,TRPM2
Ect2,ECT2
Tenm3,TENM3
Csgalnact2,CSGALNACT2
Ccdc34,CCDC34
Hhip,HHIP
Ap3m1,AP3M1
Cyp4f17,CYP4F8
Gngt1,GNGT1
Npy5r,NPY5R
Ift20,IFT20
Ano1,ANO1
Pgpep1,PGPEP1
Pik3c2g,PIK3C2G
Sult1c2,SULT1C2
Eya2,EYA2
1700030K09Rik,C19orf44
Ift140,IFT140
Kcnj13,KCNJ13
G0s2,G0S2
Srgap1,SRGAP1
Swt1,SWT1
Cant1,CANT1
Elp3,ELP3
Mt4,MT4
Rnf181,RNF181
Cilp2,CILP2
Nip7,NIP7
Avil,AVIL
Mcoln1,MCOLN1
Dusp18,DUSP18
Col6a2,COL6A2
Lrrc59,LRRC59
Mug1,PZP
Mug1,CPAMD8
Alb,ALB
Adissp,ADISSP
Slc22a21,SLC22A5
Fasl,FASLG
Zfp872,ZNF627
Ccdc200,CCDC200
Pycard,PYCARD
Resp18,RESP18
2310030G06Rik,C11orf52
D6Wsu163e,FERRY3
Ttc9b,TTC9B
Rab3d,RAB3D
Piwil2,PIWIL2
Tdrd6,TDRD6
Ptpn7,PTPN7
Myo19,MYO19
Stub1,STUB1
Klhl31,KLHL31
Pth2r,PTH2R
St6galnac4,ST6GALNAC4
Cd164,CD164
Exog,EXOG
Mipep,MIPEP
Klc3,KLC3
Phkg1,PHKG1
Parp1,PARP1
Shcbp1,SHCBP1
Cep83,CEP83
Hspa1l,HSPA1L
Reg1,REG1A
Tcte1,DRC5
Tomm6,TOMM6
Med22,MED22
Fmc1,FMC1
Timp4,TIMP4
Cp,CP
Pdcd2l,PDCD2L
Spast,SPAST
F10,F10
Foxi3,FOXI3
Cfap100,CFAP100
Deup1,DEUP1
Hp,HPR
Hp,HP
Mphosph8,MPHOSPH8
Gle1,GLE1
Gnpat,GNPAT
Izumo2,IZUMO2
Kif15,KIF15
Areg,AREG
Ppp1r35,PPP1R35
Snrnp27,SNRNP27
Med29,MED29
Prmt2,PRMT2
Bcl7a,BCL7A
Fscn1,FSCN1
Gimap8,GIMAP8
Mag,MAG
Magi3,MAGI3
Stk32b,STK32B
Lsm8,LSM8
Braf,BRAF
Smyd4,SMYD4
Stap1,STAP1
Kcnk5,KCNK5
Nudt18,NUDT18
Tppp2,TPPP2
Dock9,DOCK9
Spmap2l,SPMAP2L
Cln6,CLN6
Fkbp5,FKBP5
Clic4,CLIC4
Lars2,LARS2
Lrrc17,LRRC17
Pfn2,PFN2
Dnah10,DNAH10
Pithd1,PITHD1
Gata2,GATA2
P2ry14,P2RY14
Degs1,DEGS1
Bacc1,BACC1
Cacna1e,CACNA1E
Mccc1,MCCC1
Dmbx1,DMBX1
Apold1,APOLD1
Eif2s2,EIF2S2
Strap,STRAP
Lrrtm3,LRRTM3
Tnc,TNC
Gsx2,GSX2
Ncoa7,NCOA7
Ksr2,KSR2
Il15,IL15
Zscan10,ZSCAN10
Klf7,KLF7
Uroc1,UROC1
Slc4a4,SLC4A4
Pif1,PIF1
Fh1,FH
Sox8,SOX8
Gabarapl1,GABARAPL1
Crym,CRYM
Mrps34,MRPS34
Glp1r,GLP1R
Krt16,KRT16
Calu,CALU
Mrpl17,MRPL17
Llgl2,LLGL2
Prkaca,PRKACA
Cd22,CD22
Ibtk,IBTK
Enah,ENAH
Plekha8,PLEKHA8
Taf11,TAF11
Ddx39a,DDX39A
Adgrf5,ADGRF5
Smarcb1,SMARCB1
Xdh,XDH
Abi1,ABI1
Cntn3,CNTN3
Flii,FLII
Aldh16a1,ALDH16A1
Spock3,SPOCK3
Fam117b,FAM117B
Reg4,REG4
Dis3,DIS3
St6galnac3,ST6GALNAC3
Hspg2,HSPG2
Slc6a15,SLC6A15
Ppp1r42,PPP1R42
Chd1l,CHD1L
Il17rc,IL17RC
Lonrf2,LONRF2
Kcnip4,KCNIP4
Ints14,INTS14
Nuf2,NUF2
Tmem233,TMEM233
Calr3,CALR3
Angptl3,ANGPTL3
Katnal1,KATNAL1
Thoc7,THOC7
Pfkl,PFKL
Tapbpl,TAPBPL
Shoc1,SHOC1
Derpc,DERPC
Cd4,CD4
Gm136,C6orf163
Asah1,ASAH1
Ppard,PPARD
Hsdl2,HSDL2
Bckdhb,BCKDHB
Camk1,CAMK1
Rilpl1,RILPL1
Cd2bp2,CD2BP2
Nfkbie,NFKBIE
Tmem178,TMEM178A
Mrps16,MRPS16
Gpr108,GPR108
Itih1,ITIH1
Igsf3,IGSF3
Ptpn3,PTPN3
Phc3,PHC3
Kbtbd2,KBTBD2
Pip4p1,PIP4P1
Gpr83,GPR83
Tspan11,TSPAN11
Morf4l1,MORF4L1
Bod1l,BOD1L1
Lamtor1,LAMTOR1
Bag4,BAG4
Ndnf,NDNF
Rnf225,RNF225
Zfp420,ZNF721
Cxcl12,CXCL12
Dmrta1,DMRTA1
Cdkn2aip,CDKN2AIP
Jak1,JAK1
Glra1,GLRA1
Nlrp9a,NLRP9
Slc7a6os,SLC7A6OS
Or4k15c,OR4K15
Lrig1,LRIG1
Gnpnat1,GNPNAT1
Aadat,AADAT
Sike1,SIKE1
Pdss2,PDSS2
Psg22,PSG3
Psg22,PSG8
Psg22,CEACAM7
Psg22,PSG11
Psg22,PSG6
Psg22,PSG5
Psg22,CEACAM3
Psg22,CEACAM1
Psg22,PSG1
Psg22,PSG2
Psg22,PSG4
Psg22,PSG7
Psg22,CEACAM6
Psg22,CEACAM8
Psg22,PSG9
Psg22,CEACAM5
Bmpr2,BMPR2
Mecom,MECOM
Sap30,SAP30
Ric3,RIC3
Enpp6,ENPP6
Pcyt2,PCYT2
Spmip3,SPMIP3
Fgfr3,FGFR3
C87436,C2orf42
Nos1ap,NOS1AP
Thap1,THAP1
Gm48552,SMIM44
Pkn1,PKN1
Mip,MIP
Inpp5a,INPP5A
Cactin,CACTIN
Itga11,ITGA11
Twist2,TWIST2
Nyap2,NYAP2
Mars1,MARS1
Aars2,AARS2
Cnmd,CNMD
Tgfbrap1,TGFBRAP1
Elavl3,ELAVL3
4930578I06Rik,C8orf74
Sfmbt1,SFMBT1
Ice2,ICE2
Scnm1,SCNM1
Rtf2,RTF2
Ppm1k,PPM1K
Clec4e,CLEC4E
Nhlrc3,NHLRC3
Kctd2,KCTD2
Ifi213,IFI16
Gars1,GARS1
Trim68,TRIM68
Lmbrd1,LMBRD1
Pogz,POGZ
Ipo5,IPO5
Ndufa7,NDUFA7
Mdk,MDK
Vwa3a,VWA3A
Grm2,GRM2
Mad1l1,MAD1L1
Rassf1,RASSF1
Fndc7,FNDC7
Ucp1,UCP1
Satb1,SATB1
Mrpl42,MRPL42
Rundc3a,RUNDC3A
Drc7,DRC7
Usp5,USP5
Dpm3,DPM3
Rab6b,RAB6B
Gucy1a1,GUCY1A1
Epb41,EPB41
Or52e8,OR52E8
Or52e8,OR52E6
Zfp768,ZNF768
Taldo1,TALDO1
Zdhhc2,ZDHHC2
Mfsd8,MFSD8
Ninl,NINL
Rbp2,RBP2
Chst2,CHST2
Sema3b,SEMA3B
Ikbip,IKBIP
Gnptab,GNPTAB
Angptl1,ANGPTL1
Homer2,HOMER2
Ppp1r3b,PPP1R3B
Crh,CRH
Stxbp3,STXBP3
Creg1,CREG1
Ufsp2,UFSP2
Ifi207,IFI16
Pde7b,PDE7B
Tsn,TSN
Dtl,DTL
Or2h2c,OR2H2
Micu1,MICU1
1600012H06Rik,C6orf120
Atl2,ATL2
Ate1,ATE1
Ap5m1,AP5M1
Sorbs2,SORBS2
Asb1,ASB1
Hmces,HMCES
Tgm1,TGM1
Trappc1,TRAPPC1
Slc44a5,SLC44A5
Tmem248,TMEM248
Dnajb2,DNAJB2
Ccdc137,CCDC137
Prkcd,PRKCD
Unc93a2,UNC93A
Arhgef5,ARHGEF5
Osgepl1,OSGEPL1
Kcng3,KCNG3
Ip6k3,IP6K3
Wscd1,WSCD1
Srpk2,SRPK2
Eif2ak4,EIF2AK4
Pde3a,PDE3A
Gpr88,GPR88
Plg,PLG
Plg,PLGLB2
Adad1,ADAD1
Klrk1,KLRK1
Copb2,COPB2
Trappc3,TRAPPC3
Dapp1,DAPP1
Chtf18,CHTF18
Lsm5,LSM5
Pafah2,PAFAH2
Hibch,HIBCH
Mdfic,MDFIC
Arln,ARLN
Pklr,PKLR
Prf1,PRF1
Pctp,PCTP
Katna1,KATNA1
Reep1,REEP1
Mamstr,MAMSTR
Lmo4,LMO4
Cxcr6,CXCR6
Cryba4,CRYBA4
Sik3,SIK3
Ccdc88a,CCDC88A
Htr2b,HTR2B
Zmym4,ZMYM4
Fmo2,FMO2
Nlrp6,NLRP6
Alyreffm1,ALYREF
Postn,POSTN
Mgp,MGP
Fank1,FANK1
Aacs,AACS
Lrrfip1,LRRFIP1
Copg2,COPG2
Ddo,DDO
AI661453,C6orf132
Vars2,VARS2
Vrk3,VRK3
Ccdc33,CCDC33
Nmrk2,NMRK2
Polr1a,POLR1A
Ormdl2,ORMDL2
Neurod4,NEUROD4
Ndufa4l2,COXFA4L2
Lrp1,LRP1
Tmc8,TMC8
Nol6,NOL6
Rad54l2,RAD54L2
Sfxn5,SFXN5
S100a9,S100A9
Palmd,PALMD
Nudt16l2,NUDT16
Lztfl1,LZTFL1
C5ar1,C5AR1
Cox18,COX18
Mettl25b,METTL25B
Prkcg,PRKCG
Gamt,GAMT
Trim11,TRIM11
Ctbp1,CTBP1
Serinc1,SERINC1
Abhd15,ABHD15
Slc6a1,SLC6A1
Gbp3,GBP4
Cpd,CPD
Llph,LLPH
Lag3,LAG3
Pgghg,PGGHG
Atp5mg,ATP5MG
Atp5mg,ATP5MGL
Slc35d3,SLC35D3
Slc7a14,SLC7A14
Ppfibp1,PPFIBP1
Kctd5,KCTD5
Glb1l3,GLB1L3
Psmb8,PSMB8
Prcc,PRCC
Nr1h4,NR1H4
Rpain,RPAIN
Bend5,BEND5
Ube2i,UBE2I
Strip1,STRIP1
Fam3d,FAM3D
Fig4,FIG4
Megf9,MEGF9
Wsb2,WSB2
Shbg,SHBG
Or4k5,OR4K5
Ago1,AGO1
Tgds,TGDS
Ppan,PPAN
Oxld1,OXLD1
Gm29797,C20orf204
Klf13,KLF13
Fbl,FBL
Eif6,EIF6
Nrg4,NRG4
Cnr1,CNR1
Zfp292,ZNF292
Epgn,EPGN
Zfp804a,ZNF804A
Ache,ACHE
Ear1,RNASE2
Ear1,RNASE3
Chchd1,CHCHD1
Pnpt1,PNPT1
Klf4,KLF4
Arf4,ARF4
Tph1,TPH1
Atg4c,ATG4C
Csn2,CSN2
Pou4f1,POU4F1
Ntn3,NTN3
Sec16a,SEC16A
Syncrip,SYNCRIP
Dnah12,DNAH12
Tspan31,TSPAN31
Prss53,PRSS53
Calhm5,CALHM5
Stx11,STX11
Mpc1,MPC1
Ints6,INTS6
Tmc7,TMC7
Plppr3,PLPPR3
Trem1,TREM1
Col11a2,COL11A2
Lap3,LAP3
Tent5c,TENT5C
Zfp639,ZNF639
Smc2,SMC2
Ahi1,AHI1
Atf6,ATF6
Mfsd1,MFSD1
Megf8,MEGF8
Mmrn2,MMRN2
Usf1,USF1
Carm1,CARM1
Slc4a1ap,SLC4A1AP
Uqcc5,UQCC5
Or6a2,OR6A2
Nova2,NOVA2
Commd6,COMMD6
Ceacam19,CEACAM19
Micu2,MICU2
Adam33,ADAM33
Gmfg,GMFG
Fhdc1,FHDC1
Kank4,KANK4
Pde4a,PDE4A
A3galt2,A3GALT2
Sass6,SASS6
Klhl32,KLHL32
Fbxo28,FBXO28
Slc39a10,SLC39A10
Osgep,OSGEP
Ldhb,LDHB
Lipt2,LIPT2
Kdm8,KDM8
Acacb,ACACB
Rpl28,RPL28
Impdh2,IMPDH2
Mrpl20,MRPL20
Fndc3b,FNDC3B
Klhdc8a,KLHDC8A
Rnf121,RNF121
Bcl2,BCL2
Cdk15,CDK15
Ccl27b,CCL27
Dsn1,DSN1
Aup1,AUP1
Ppp2r5a,PPP2R5A
Grhpr,GRHPR
Itih3,ITIH3
Tmem132c,TMEM132C
Dpy19l1,DPY19L1
Fry,FRY
Ube2e1,UBE2E1
Map4k1,MAP4K1
Nudt13,NUDT13
Hs6st1,HS6ST1
Cd93,CD93
Fktn,FKTN
Nfasc,NFASC
Itih5,ITIH5
Slc25a39,SLC25A39
Pfkfb4,PFKFB4
Nhlh2,NHLH2
Kcnmb2,KCNMB2
Atp8b3,ATP8B3
Emg1,EMG1
Sez6l,SEZ6L
Aph1a,APH1A
Rxra,RXRA
Akirin1,AKIRIN1
Zfand1,ZFAND1
Capzb,CAPZB
Slc6a11,SLC6A11
Tssc4,TSSC4
Dlx1,DLX1
Dnajb12,DNAJB12
Tshz2,TSHZ2
Pex5,PEX5
Lrrc4b,LRRC4B
Tbc1d17,TBC1D17
Ubac1,UBAC1
Ap1g2,AP1G2
Aifm2,AIFM2
Gatad2b,GATAD2B
Zfp760,ZNF34
Hdgfl2,HDGFL2
Sh3d19,SH3D19
Snap91,SNAP91
